Year,date,Dependent,D_type,Speaker1,Governor,G_type,Speaker2,RelationType,long_date
2004,08 10,"countries are leaving the coalition, not joining",Premise,KERRY,Eight countries have left it,Claim,KERRY,Support,08-10-2004
2004,08 10,"countries are leaving the coalition, not joining",Claim,KERRY,I could do a better job,Claim,KERRY,Attack,08-10-2004
2004,08 10,That's not a grand coalition,Premise,KERRY,"If Missouri, just given the number of people from Missouri who are in the military over there today, were a country, it would be the third largest country in the coalition, behind Great Britain and the United States",Claim,KERRY,Support,08-10-2004
2004,08 10,That's not a grand coalition,Premise,KERRY,Ninety percent of the casualties are American,Claim,KERRY,Support,08-10-2004
2004,08 10,That's not a grand coalition,Premise,KERRY,Ninety percent of the costs are coming out of your pockets,Claim,KERRY,Support,08-10-2004
2004,08 10,Ninety percent of the costs are coming out of your pockets,Premise,KERRY,Ninety percent of the casualties are American,Premise,KERRY,Support,08-10-2004
2004,08 10,I could do a better job,Claim,KERRY,My plan does a better job,Claim,KERRY,Support,08-10-2004
2004,08 10,I'll be a better commander in chief,Claim,KERRY,I could do a better job,Claim,KERRY,Support,08-10-2004
2004,08 10,I'm worried about our country,Claim,BUSH,I'm worried.,Claim,BUSH,Support,08-10-2004
2004,08 10,I'm worried about our country,Claim,BUSH,I'm worried,Claim,BUSH,Support,08-10-2004
2004,08 10,"When you get on an airplane, your bag is X- rayed, but the cargo hold isn't X-rayed",Premise,KERRY,Do you feel safer,Premise,KERRY,Attack,08-10-2004
2004,08 10,"When you get on an airplane, your bag is X- rayed, but the cargo hold isn't X-rayed",Premise,KERRY,95 percent of our containers coming into this country are not inspected today,Premise,KERRY,Support,08-10-2004
2004,08 10,These people wait,Premise,KERRY,"Between the World Trade Center bombing in, what was it, 1993 or so, and the next time was five years, seven years",Premise,KERRY,Support,08-10-2004
2004,08 10,They'll plan,Premise,KERRY,These people wait,Premise,KERRY,Support,08-10-2004
2004,08 10,They plot,Premise,KERRY,They'll plan,Premise,KERRY,Support,08-10-2004
2004,08 10,The when I can't tell you,Premise,KERRY,They plot,Claim,KERRY,Support,08-10-2004
2004,08 10,we have to go after them and get them wherever they are,Claim,KERRY,I just think I can do that far more effectively,Claim,KERRY,Attack,08-10-2004
2004,08 10,I just think I can do that far more effectively,Premise,KERRY,the most important weapon in doing that is intelligence,Claim,KERRY,Support,08-10-2004
2004,08 10,you've got to have the best cooperation you've ever had in the world,Claim,KERRY,You've got to have the best intelligence in the world,Claim,KERRY,Support,08-10-2004
2004,08 10,you've got to have the best cooperation you've ever had in the world,Claim,KERRY,we're not getting the best cooperation in the world today,Claim,KERRY,Attack,08-10-2004
2004,08 10,You've got to have the best intelligence in the world,Premise,KERRY,to have the best intelligence in the world to know who the terrorists are and where they are and what they're plotting,Claim,KERRY,Support,08-10-2004
2004,08 10,You've got to have the best intelligence in the world,Claim,BUSH,we need good intelligence,Claim,KERRY,Support,08-10-2004
2004,08 10,we're not getting the best cooperation in the world today,Premise,KERRY,We've got a whole bunch of countries that pay a price for dealing with the United States of America now,Claim,KERRY,Support,08-10-2004
2004,08 10,We've got a whole bunch of countries that pay a price for dealing with the United States of America now,Claim,KERRY,I'm going to change that,Premise,KERRY,Attack,08-10-2004
2004,08 10,I'm going to put in place a better homeland security effort,Claim,KERRY,I'm going to change that,Claim,KERRY,Support,08-10-2004
2004,08 10,We have bridges and tunnels that aren't being secured,Claim,KERRY,I'm going to put in place a better homeland security effort,Premise,KERRY,Attack,08-10-2004
2004,08 10,"chemical plants, nuclear plants that aren't secured",Claim,KERRY,I'm going to put in place a better homeland security effort,Premise,KERRY,Attack,08-10-2004
2004,08 10,hospitals that are overcrowded with their emergency rooms,Claim,KERRY,I'm going to put in place a better homeland security effort,Premise,KERRY,Attack,08-10-2004
2004,08 10,95 percent of our containers coming into this country are not inspected today,Claim,KERRY,I'm going to put in place a better homeland security effort,Premise,KERRY,Support,08-10-2004
2004,08 10,"This president in the last debate said, ""Well, that would be a big tax gap if we did that.""",Premise,KERRY,95 percent of our containers coming into this country are not inspected today,Premise,KERRY,Attack,08-10-2004
2004,08 10,"This president in the last debate said, ""Well, that would be a big tax gap if we did that.""",Claim,KERRY,This president chose a tax cut over homeland security,Premise,KERRY,Attack,08-10-2004
2004,08 10,This president chose a tax cut over homeland security,Claim,KERRY,He chose a tax cut for the wealthiest Americans over getting that equipment out into the homeland as fast as possible,Claim,KERRY,Support,08-10-2004
2004,08 10,This president chose a tax cut over homeland security,Claim,KERRY,Wrong choice,Claim,KERRY,Attack,08-10-2004
2004,08 10,This president chose a tax cut over homeland security,Claim,BUSH,That's an odd thing to say,Claim,KERRY,Attack,08-10-2004
2004,08 10,That's an odd thing to say,Premise,BUSH,we've tripled the homeland security budget from $10 billion to $30 billion,Claim,BUSH,Support,08-10-2004
2004,08 10,we'll do everything we can to protect the homeland,Premise,BUSH,we've tripled the homeland security budget from $10 billion to $30 billion,Claim,BUSH,Support,08-10-2004
2004,08 10,It's also a curious thing for him to say,Claim,BUSH,we need good intelligence,Claim,BUSH,Attack,08-10-2004
2004,08 10,right after 1993 he voted to cut the intelligence budget by $7.5 billion,Claim,BUSH,It's also a curious thing for him to say,Premise,BUSH,Attack,08-10-2004
2004,08 10,The best way to defend America in this world we live in is to stay on the offense,Claim,BUSH,We got to be right 100 percent of the time here at home,Claim,BUSH,Support,08-10-2004
2004,08 10,The best way to defend America in this world we live in is to stay on the offense,Premise,BUSH,they got to be right once,Claim,BUSH,Support,08-10-2004
2004,08 10,The best way to defend America in this world we live in is to stay on the offense,Claim,BUSH,the Patriot Act was important,Claim,BUSH,Support,08-10-2004
2004,08 10,We're doing the best we possibly can to share information,Premise,BUSH,there's a lot of good people working hard,Claim,BUSH,Support,08-10-2004
2004,08 10,the Patriot Act was important,Claim,BUSH,We're doing the best we possibly can to share information,Claim,BUSH,Support,08-10-2004
2004,08 10,the Patriot Act was important,Claim,BUSH,The Patriot Act is vital,Claim,BUSH,Support,08-10-2004
2004,08 10,The Patriot Act is vital,Premise,BUSH,It's a tool that law enforcement now uses to be able to talk between each other,Claim,BUSH,Support,08-10-2004
2004,08 10,he's for weakening it,Premise,BUSH,My opponent says he hadn't changed his position on it,Claim,BUSH,Attack,08-10-2004
2004,08 10,I don't think my opponent has got the right view about the world to make us safe,Claim,BUSH,I really don't,Claim,BUSH,Support,08-10-2004
2004,08 10,I don't think my opponent has got the right view about the world to make us safe,Claim,BUSH,I don't think he can succeed in Iraq,Claim,BUSH,Support,08-10-2004
2004,08 10,I don't think my opponent has got the right view about the world to make us safe,Claim,BUSH,it requires a complete understanding that we not only chase down Al Qaida but we disrupt terrorist safe havens as well as people who could provide the terrorists with support,Claim,BUSH,Attack,08-10-2004
2004,08 10,I don't think my opponent has got the right view about the world to make us safe,Claim,BUSH,I don't see how you can win in Iraq,Claim,BUSH,Attack,08-10-2004
2004,08 10,I don't think my opponent has got the right view about the world to make us safe,Claim,BUSH,I don't see how you can lead troops,Claim,BUSH,Attack,08-10-2004
2004,08 10,I don't think my opponent has got the right view about the world to make us safe,Claim,BUSH,I don't see how the Iraqis are going to have confidence in the American president,Claim,BUSH,Attack,08-10-2004
2004,08 10,"if Iraq were to fail, it'd be a haven for terrorists",Premise,BUSH,there would be money and the world would be much more dangerous,Claim,BUSH,Support,08-10-2004
2004,08 10,it requires steadfast determination,Premise,BUSH,"This war is a long, long war",Claim,BUSH,Support,08-10-2004
2004,08 10,it requires a complete understanding that we not only chase down Al Qaida but we disrupt terrorist safe havens as well as people who could provide the terrorists with support,Claim,BUSH,it requires steadfast determination,Claim,BUSH,Support,08-10-2004
2004,08 10,I don't see how you can win in Iraq,Premise,BUSH,you don't believe we should be there in the first place,Claim,BUSH,Support,08-10-2004
2004,08 10,I don't see how you can lead troops,Premise,BUSH,you say it's the wrong war at the wrong place at the wrong time,Claim,BUSH,Support,08-10-2004
2004,08 10,I don't see how the Iraqis are going to have confidence in the American president,Premise,BUSH,all they hear is that it was a mistake to be there in the first place,Claim,BUSH,Support,08-10-2004
2004,08 10,you heard the president just say to you that we've added money,Claim,KERRY,the test is not if you've added money,Premise,KERRY,Attack,08-10-2004
2004,08 10,the test is that you've done everything possible to make America secure,Claim,KERRY,the test is not if you've added money,Claim,KERRY,Support,08-10-2004
2004,08 10,He chose a tax cut for wealthy Americans over the things that I listed to you,Claim,KERRY,the test is that you've done everything possible to make America secure,Premise,KERRY,Attack,08-10-2004
2004,08 10,the president and his experts have told America that it's not a question of if; it's a question of when,Claim,KERRY,I accept what the president has said,Premise,KERRY,Support,08-10-2004
2004,08 10,I will never stop at anything to hunt down and kill the terrorists,Claim,KERRY,I accept what the president has said,Claim,KERRY,Support,08-10-2004
2004,08 10,I accept what the president has said,Premise,KERRY,These terrorists are serious,Claim,KERRY,Support,08-10-2004
2004,08 10,I accept what the president has said,Premise,KERRY,they're deadly,Claim,KERRY,Support,08-10-2004
2004,08 10,I accept what the president has said,Premise,KERRY,they know nothing except trying to kill,Claim,KERRY,Support,08-10-2004
2004,08 10,I'm worried.,Claim,BUSH,I'm worried,Claim,BUSH,Support,08-10-2004
2004,08 10,I'm worried,Premise,BUSH,there's a vicious enemy that has an ideology of hate,Claim,BUSH,Support,08-10-2004
2004,08 10,there's a vicious enemy that has an ideology of hate,Claim,BUSH,"the way to defeat them long-term, by the way, is to spread freedom",Premise,BUSH,Attack,08-10-2004
2004,08 10,"the way to defeat them long-term, by the way, is to spread freedom",Claim,BUSH,Liberty can change habits,Claim,BUSH,Support,08-10-2004
2004,08 10,Liberty can change habits,Premise,BUSH,that's what's happening in Afghanistan and Iraq,Claim,BUSH,Support,08-10-2004
2004,08 10,"I've been in Washington, D.C., three and a half years and led the Congress to reform Medicare so our seniors have got a modern health care system",Premise,BUSH,That's what leadership is all about.,Claim,BUSH,Support,08-10-2004
2004,08 10,"I've been in Washington, D.C., three and a half years and led the Congress to reform Medicare so our seniors have got a modern health care system",Claim,KERRY,"in 1997 we fixed Medicare, and I was one of the people involved in it",Claim,BUSH,Attack,08-10-2004
2004,08 10,we did something that you don't know how to do,Claim,KERRY,We balanced the budget.,Claim,KERRY,Attack,08-10-2004
2004,08 10,it's the president's fiscal policies that have driven up the biggest deficits in American history,Claim,KERRY,We balanced the budget.,Claim,KERRY,Attack,08-10-2004
2004,08 10,it's the president's fiscal policies that have driven up the biggest deficits in American history,Premise,KERRY,He's added more debt to the debt of the United States in four years than all the way from George Washington to Ronald Reagan put together,Claim,KERRY,Support,08-10-2004
2004,08 10,"When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you",Claim,BUSH,Just want to make sure they're safe,Claim,BUSH,Support,08-10-2004
2004,08 10,"When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you",Premise,BUSH,the FDA and that's why the surgeon general are looking very carefully to make sure it can be done in a safe way,Claim,BUSH,Support,08-10-2004
2004,08 10,"When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you",Premise,BUSH,I've got an obligation to make sure our government does everything we can to protect you,Claim,BUSH,Support,08-10-2004
2004,08 10,"When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you",Claim,BUSH,"we've just got to make sure, before somebody thinks they're buying a product, that it works",Claim,BUSH,Support,08-10-2004
2004,08 10,"what my worry is is that, you know, it looks like it's from Canada, and it might be from a third world",Premise,BUSH,I've got an obligation to make sure our government does everything we can to protect you,Claim,BUSH,Support,08-10-2004
2004,08 10,"we've just got to make sure, before somebody thinks they're buying a product, that it works",Claim,BUSH,"what my worry is is that, you know, it looks like it's from Canada, and it might be from a third world",Claim,BUSH,Support,08-10-2004
2004,08 10,"we've just got to make sure, before somebody thinks they're buying a product, that it works",Claim,BUSH,"it may very well be here in December you'll hear me say, I think there's a safe way to do it",Claim,BUSH,Support,08-10-2004
2004,08 10,There are other ways to make sure drugs are cheaper,Premise,BUSH,"One is to speed up generic drugs to the marketplace, quicker",Claim,BUSH,Support,08-10-2004
2004,08 10,There are other ways to make sure drugs are cheaper,Claim,BUSH,we're doing just that,Claim,BUSH,Support,08-10-2004
2004,08 10,There are other ways to make sure drugs are cheaper,Claim,BUSH,they're working,Claim,BUSH,Support,08-10-2004
2004,08 10,"One is to speed up generic drugs to the marketplace, quicker",Premise,BUSH,"Pharmaceuticals were using loopholes to keep brand -- brand drugs in place, and generics are much less expensive than brand drugs",Premise,BUSH,Support,08-10-2004
2004,08 10,they're working,Premise,BUSH,Another is to pass -- to get our seniors to sign up to these drug discount cards,Claim,BUSH,Support,08-10-2004
2004,08 10,they're working,Claim,BUSH,These cards make sense,Claim,BUSH,Support,08-10-2004
2004,08 10,These cards make sense,Premise,BUSH,"Wanda Blackmore I met here from Missouri, the first time she bought drugs with her drug discount card, she paid $1.14, I think it was, for about $10 worth of drugs",Claim,BUSH,Support,08-10-2004
2004,08 10,I think our seniors deserve a modern medical system,Claim,BUSH,in 2006 seniors are going to get prescription drug coverage for the first time in Medicare,Claim,BUSH,Support,08-10-2004
2004,08 10,I think our seniors deserve a modern medical system,Claim,BUSH,"in 2006, our seniors will get prescription drug coverage",Claim,BUSH,Support,08-10-2004
2004,08 10,I think our seniors deserve a modern medical system,Claim,BUSH,I wanted to get something done,Claim,BUSH,Support,08-10-2004
2004,08 10,in 2006 seniors are going to get prescription drug coverage for the first time in Medicare,Premise,BUSH,I went to Washington to fix problems,Claim,BUSH,Support,08-10-2004
2004,08 10,in 2006 seniors are going to get prescription drug coverage for the first time in Medicare,Claim,BUSH,"in 2006, our seniors will get prescription drug coverage",Claim,BUSH,Support,08-10-2004
2004,08 10,People didn't want to touch it for fear of getting hurt politically,Premise,BUSH,I went to Washington to fix problems,Claim,BUSH,Attack,08-10-2004
2004,08 10,People didn't want to touch it for fear of getting hurt politically,Premise,BUSH,"Medicare -- the issue of Medicare used to be called ""Mediscare.""",Claim,BUSH,Support,08-10-2004
2004,08 10,People didn't want to touch it for fear of getting hurt politically,Claim,BUSH,I wanted to get something done,Claim,BUSH,Attack,08-10-2004
2004,08 10,I wanted to get something done,Premise,BUSH,I went to Washington to fix problems,Claim,BUSH,Support,08-10-2004
2004,08 10,"Four years ago, right here in this forum, he was asked the same question: Can't people be able to import drugs from Canada?",Premise,KERRY,you heard the president just say that he thought he might try to be for it,Premise,KERRY,Support,08-10-2004
2004,08 10,"You know what he said? ""I think that makes sense. I think that's a good idea"" -- four years ago",Premise,KERRY,"Four years ago, right here in this forum, he was asked the same question: Can't people be able to import drugs from Canada?",Premise,KERRY,Support,08-10-2004
2004,08 10,"Now, the president said, ""I'm not blocking that.""",Premise,KERRY,"You know what he said? ""I think that makes sense. I think that's a good idea"" -- four years ago",Premise,KERRY,Support,08-10-2004
2004,08 10,"Now, the president said, ""I'm not blocking that.""",Claim,KERRY,the president just didn't level with you right now again,Premise,KERRY,Attack,08-10-2004
2004,08 10,"Now, the president said, ""I'm not blocking that.""",Claim,KERRY,He did block it,Premise,KERRY,Attack,08-10-2004
2004,08 10,He did block it,Claim,KERRY,the president just didn't level with you right now again,Claim,KERRY,Support,08-10-2004
2004,08 10,He did block it,Premise,KERRY,we passed it in the United States Senate,Claim,KERRY,Support,08-10-2004
2004,08 10,He did block it,Claim,KERRY,The president blocked it,Claim,KERRY,Support,08-10-2004
2004,08 10,He did block it,Claim,KERRY,I'm fighting to let you get those drugs from Canada,Claim,KERRY,Attack,08-10-2004
2004,08 10,we passed it in the United States Senate,Premise,KERRY,"We sent it over to the House, that you could import drugs",Premise,KERRY,Support,08-10-2004
2004,08 10,"We sent it over to the House, that you could import drugs",Premise,KERRY,We took care of the safety issues,Premise,KERRY,Support,08-10-2004
2004,08 10,We took care of the safety issues,Premise,KERRY,We're not talking about third-world drugs,Premise,KERRY,Support,08-10-2004
2004,08 10,We're not talking about third-world drugs,Premise,KERRY,We're talking about drugs made right here in the United States of America that have American brand names on them and American bottles,Premise,KERRY,Support,08-10-2004
2004,08 10,We're talking about drugs made right here in the United States of America that have American brand names on them and American bottles,Premise,KERRY,we're asking to be able to allow you to get them,Premise,KERRY,Support,08-10-2004
2004,08 10,we're asking to be able to allow you to get them,Claim,KERRY,The president blocked it,Premise,KERRY,Attack,08-10-2004
2004,08 10,"He made it illegal, illegal for Medicare to do what the V.A. does, which is bulk purchase drugs so that you can lower the price and get them out to you lower",Premise,KERRY,he could have lowered the cost of Medicare and lowered your taxes and lowered the costs to seniors,Premise,KERRY,Attack,08-10-2004
2004,08 10,"He made it illegal, illegal for Medicare to do what the V.A. does, which is bulk purchase drugs so that you can lower the price and get them out to you lower",Claim,KERRY,"The president sides with the power companies, the oil companies, the drug companies",Premise,KERRY,Attack,08-10-2004
2004,08 10,he could have lowered the cost of Medicare and lowered your taxes and lowered the costs to seniors,Premise,KERRY,He put $139 billion of windfall profit into the pockets of the drug companies right out of your pockets,Premise,KERRY,Support,08-10-2004
2004,08 10,"The president sides with the power companies, the oil companies, the drug companies",Premise,KERRY,He put $139 billion of windfall profit into the pockets of the drug companies right out of your pockets,Claim,KERRY,Support,08-10-2004
2004,08 10,I'm fighting to let Medicare survive,Claim,KERRY,I'm fighting to let you get those drugs from Canada,Claim,KERRY,Support,08-10-2004
2004,08 10,I'm fighting for the middle class,Claim,KERRY,I'm fighting to let Medicare survive,Claim,KERRY,Support,08-10-2004
2004,08 10,it wasn't just my administration that made the decision on safety,Claim,BUSH,"If they're safe, they're coming",Claim,BUSH,Attack,08-10-2004
2004,08 10,it wasn't just my administration that made the decision on safety,Premise,BUSH,President Clinton did the same thing,Claim,BUSH,Support,08-10-2004
2004,08 10,I'm fighting to let you get those drugs from Canada,Claim,BUSH,"If they're safe, they're coming",Claim,KERRY,Attack,08-10-2004
2004,08 10,President Clinton did the same thing,Premise,BUSH,we have an obligation to protect you,Premise,BUSH,Support,08-10-2004
2004,08 10,He's been in the United States Senate 20 years,Premise,BUSH,Show me one accomplishment toward Medicare that he accomplished,Premise,BUSH,Attack,08-10-2004
2004,08 10,He's been in the United States Senate 20 years,Claim,BUSH,"I've been in Washington, D.C., three and a half years and led the Congress to reform Medicare so our seniors have got a modern health care system",Premise,BUSH,Attack,08-10-2004
2004,08 10,We not only fixed Medicare and took it way out into the future,Claim,KERRY,"in 1997 we fixed Medicare, and I was one of the people involved in it",Claim,KERRY,Support,08-10-2004
2004,08 10,We balanced the budget.,Premise,KERRY,we paid down the debt of our nation for two years in a row,Claim,KERRY,Support,08-10-2004
2004,08 10,we paid down the debt of our nation for two years in a row,Premise,KERRY,we created 23 million new jobs at the same time,Premise,KERRY,Support,08-10-2004
2004,08 10,I believe that we will be able to get a fix that has alluded everybody else,Premise,KERRY,we know how to do it,Claim,KERRY,Support,08-10-2004
2004,08 10,I believe that we will be able to get a fix that has alluded everybody else,Claim,KERRY,He wanted to give people rights,Claim,KERRY,Support,08-10-2004
2004,08 10,He wanted to give people rights,Claim,KERRY,John Edwards and I support tort reform,Claim,KERRY,Support,08-10-2004
2004,08 10,He wanted to give people rights,Premise,KERRY,John Edwards is the author of the Patients' Bill of Rights,Claim,KERRY,Support,08-10-2004
2004,08 10,It's in my health-care proposal,Claim,KERRY,John Edwards and I support tort reform,Claim,KERRY,Support,08-10-2004
2004,08 10,It's in my health-care proposal,Premise,KERRY,Go to johnkerry.com,Claim,KERRY,Support,08-10-2004
2004,08 10,It's in my health-care proposal,Premise,KERRY,You can pull it off of the Internet,Claim,KERRY,Support,08-10-2004
2004,08 10,It's in my health-care proposal,Premise,KERRY,you'll find a tort reform plan,Claim,KERRY,Support,08-10-2004
2004,08 10,it's a problem,Claim,KERRY,"Do we need to fix it, particularly for OGBYNs (sic) and for brain surgeons and others? Yes",Claim,KERRY,Attack,08-10-2004
2004,08 10,the president and his friends try to make a big deal out of it,Premise,KERRY,it's less than 1 percent of the total cost of health care,Claim,KERRY,Attack,08-10-2004
2004,08 10,"You've gone up, in Missouri, about $3,500",Premise,KERRY,Your premiums are going up,Premise,KERRY,Support,08-10-2004
2004,08 10,You've gone up 64 percent,Premise,KERRY,"You've gone up, in Missouri, about $3,500",Premise,KERRY,Support,08-10-2004
2004,08 10,"You've seen co-pays go up, deductibles go up",Premise,KERRY,You've gone up 64 percent,Premise,KERRY,Support,08-10-2004
2004,08 10,Everything's gone up,Premise,KERRY,"You've seen co-pays go up, deductibles go up",Claim,KERRY,Support,08-10-2004
2004,08 10,Everything's gone up,Premise,KERRY,Five million people have lost their health insurance under this president,Claim,KERRY,Support,08-10-2004
2004,08 10,He's done nothing about it,Claim,KERRY,Everything's gone up,Premise,KERRY,Attack,08-10-2004
2004,08 10,He's done nothing about it,Premise,KERRY,Five million people have lost their health insurance under this president,Premise,KERRY,Attack,08-10-2004
2004,08 10,He's done nothing about it,Claim,KERRY,I have a plan,Premise,KERRY,Attack,08-10-2004
2004,08 10,all of that can happen,Claim,KERRY,I have a plan,Claim,KERRY,Support,08-10-2004
2004,08 10,all of that can happen,Claim,KERRY,"Ninety-eight percent of America, I'm giving you a tax cut",Claim,KERRY,Support,08-10-2004
2004,08 10,I have a plan,Claim,KERRY,I have a plan to lower the cost of health care for you,Claim,KERRY,Support,08-10-2004
2004,08 10,I have a plan,Claim,KERRY,I have a plan to cover all children,Claim,KERRY,Support,08-10-2004
2004,08 10,I have a plan,Claim,KERRY,I have a plan to let you buy into the same health care senators and congressmen give themselves,Claim,KERRY,Support,08-10-2004
2004,08 10,I have a plan,Claim,KERRY,I have a plan that's going to allow people 55 to 64 to buy into Medicare early,Claim,KERRY,Support,08-10-2004
2004,08 10,I have a plan,Claim,KERRY,"I have a plan that will take the catastrophic cases out of the system, off your backs",Claim,KERRY,Support,08-10-2004
2004,08 10,I have a plan,Claim,KERRY,makes health care more affordable,Claim,KERRY,Support,08-10-2004
2004,08 10,"I have a plan that will take the catastrophic cases out of the system, off your backs",Claim,KERRY,pay for it out of a federal fund,Claim,KERRY,Support,08-10-2004
2004,08 10,pay for it out of a federal fund,Claim,KERRY,which lowers the premiums for everybody in America,Claim,KERRY,Support,08-10-2004
2004,08 10,makes American business more competitive,Claim,KERRY,which lowers the premiums for everybody in America,Claim,KERRY,Support,08-10-2004
2004,08 10,makes health care more affordable,Claim,KERRY,makes American business more competitive,Claim,KERRY,Support,08-10-2004
2004,08 10,"Join me in rolling back the president's unaffordable tax cut for people earning more than $200,000 a year",Claim,KERRY,all of that can happen,Premise,KERRY,Attack,08-10-2004
2004,08 10,"Ninety-eight percent of America, I'm giving you a tax cut",Claim,KERRY,I'm giving you health care,Claim,KERRY,Support,08-10-2004
2004,08 10,"Ninety-eight percent of America, I'm giving you a tax cut",Claim,BUSH,He's going to tax everybody here to fund his programs,Claim,KERRY,Attack,08-10-2004
2004,08 10,he says he going to tax the rich to close the tax gap,Claim,BUSH,He can't,Premise,BUSH,Attack,08-10-2004
2004,08 10,he says he going to tax the rich to close the tax gap,Premise,BUSH,he's proposed $2.2 trillion in new spending,Premise,BUSH,Support,08-10-2004
2004,08 10,the National Journal named Senator Kennedy the most liberal senator of all,Premise,BUSH,that's saying something in that bunch,Premise,BUSH,Support,08-10-2004
2004,08 10,the National Journal named Senator Kennedy the most liberal senator of all,Claim,KERRY,the president is just trying to scare everybody here with throwing labels around,Premise,BUSH,Attack,08-10-2004
2004,08 10,He's going to tax everybody here to fund his programs,Premise,BUSH,That's just reality,Claim,BUSH,Support,08-10-2004
2004,08 10,he says that medical liability costs only cause a 1 percent increase,Claim,BUSH,That shows a lack of understanding,Premise,BUSH,Attack,08-10-2004
2004,08 10,That shows a lack of understanding,Premise,BUSH,Doctors practice defensive medicine because of all the frivolous lawsuits that cost our government $28 billion a year,Claim,BUSH,Support,08-10-2004
2004,08 10,"he says he's for medical liability reform, particularly for OB/GYNs",Claim,BUSH,There's a bill on the floor of the United States Senate that he could have showed up and voted for,Premise,BUSH,Attack,08-10-2004
2004,08 10,There's a bill on the floor of the United States Senate that he could have showed up and voted for,Premise,BUSH,if he's so much for it,Claim,BUSH,Support,08-10-2004
2004,08 10,The federal government is going to run it,Premise,BUSH,he said he's going to have a novel health care plan,Claim,BUSH,Support,08-10-2004
2004,08 10,It's the largest increase in federal government health care ever,Premise,BUSH,he said he's going to have a novel health care plan,Premise,BUSH,Attack,08-10-2004
2004,08 10,he said he's going to have a novel health care plan,Premise,BUSH,It's the largest increase in federal government health care ever,Premise,BUSH,Attack,08-10-2004
2004,08 10,That's what liberals do,Premise,BUSH,it fits with his philosophy,Claim,BUSH,Support,08-10-2004
2004,08 10,They create government-sponsored health care,Claim,BUSH,That's what liberals do,Claim,BUSH,Support,08-10-2004
2004,08 10,They create government-sponsored health care,Claim,BUSH,I don't,Claim,BUSH,Attack,08-10-2004
2004,08 10,Government-sponsored health care would lead to rationing,Claim,BUSH,They create government-sponsored health care,Premise,BUSH,Support,08-10-2004
2004,08 10,Government-sponsored health care would lead to rationing,Claim,BUSH,I don't,Premise,BUSH,Attack,08-10-2004
2004,08 10,It would ruin the quality of health care in America,Claim,BUSH,I don't,Premise,BUSH,Attack,08-10-2004
2004,08 10,It would ruin the quality of health care in America,Premise,BUSH,Government-sponsored health care would lead to rationing,Premise,BUSH,Support,08-10-2004
2004,08 10,labels don't mean anything,Claim,KERRY,the president is just trying to scare everybody here with throwing labels around,Claim,KERRY,Support,08-10-2004
2004,08 10,"I mean, ""compassionate conservative,"" what does that mean?",Claim,KERRY,labels don't mean anything,Premise,KERRY,Attack,08-10-2004
2004,08 10,What means something is: Do you have a plan?,Claim,KERRY,labels don't mean anything,Claim,KERRY,Support,08-10-2004
2004,08 10,What means something is: Do you have a plan?,Claim,BUSH,what does matter is a plan,Claim,KERRY,Support,08-10-2004
2004,08 10,He said he's for -- you're now for capping punitive damages?,Premise,BUSH,That's odd,Premise,BUSH,Attack,08-10-2004
2004,08 10,You should have shown up on the floor in the Senate and voted for it then,Premise,BUSH,That's odd,Premise,BUSH,Attack,08-10-2004
2004,08 10,he put a trial lawyer on the ticket,Claim,BUSH,It's stuck in the Senate,Premise,BUSH,Attack,08-10-2004
2004,08 10,he put a trial lawyer on the ticket,Premise,BUSH,the trial lawyers won't act on it,Premise,BUSH,Support,08-10-2004
2004,08 10,It's stuck in the Senate,Premise,BUSH,the trial lawyers won't act on it,Claim,BUSH,Support,08-10-2004
2004,08 10,It's stuck in the Senate,Premise,BUSH,We passed it out of the House of Representatives,Claim,BUSH,Attack,08-10-2004
2004,08 10,He's been in the United States Senate for 20 years and he hasn't addressed it,Premise,BUSH,"Medical liability issues are a problem, a significant problem",Premise,BUSH,Attack,08-10-2004
2004,08 10,"Cutting 500,000 kids from after-school programs",Claim,KERRY,"Mr. President, you're batting 0 for 2.",Premise,KERRY,Attack,08-10-2004
2004,08 10,"cutting 365,000 kids from health care",Claim,KERRY,"Mr. President, you're batting 0 for 2.",Premise,KERRY,Attack,08-10-2004
2004,08 10,running up the biggest deficits in American history,Claim,KERRY,"Mr. President, you're batting 0 for 2.",Premise,KERRY,Attack,08-10-2004
2004,08 10,"for the people earning more than $200,000 a year, you're going to see a rollback to the level we were at with Bill Clinton",Premise,KERRY,people made a lot of money,Claim,KERRY,Support,08-10-2004
2004,08 10,He's just not credible when he talks about being fiscally conservative,Claim,BUSH,He's just not credible,Claim,BUSH,Support,08-10-2004
2004,08 10,"If you look at his record in the Senate, he voted to break the caps -- the spending caps -- over 200 times",Claim,BUSH,He's just not credible,Premise,BUSH,Attack,08-10-2004
2004,08 10,"If you look at his record in the Senate, he voted to break the caps -- the spending caps -- over 200 times",Premise,BUSH,"here he says he's going to be a fiscal conservative, all of a sudden",Premise,BUSH,Attack,08-10-2004
2004,08 10,either he's going to break all these wonderful promises he's told you about or he's going to raise taxes,Claim,BUSH,he's going to raise taxes,Claim,BUSH,Support,08-10-2004
2004,08 10,We did it,Premise,KERRY,We did it,Claim,KERRY,Support,08-10-2004
